
~2025-05-21 17:40:04 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:36:49 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:36:49 - [OK] Auditado: relatorio_auditoria.json - Hash: 05A87FFA...
2025-05-21 20:36:49 - [OK] Auditado: relatorio_auditoria.txt - Hash: 0F1F410B...
2025-05-21 20:36:49 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:36:49 - [OK] Auditado: auditoria_log.txt - Hash: 33F7AEF7...
2025-05-21 20:36:49 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:36:49 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:36:49 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:36:49 - [OK] Auditoria concluida.
2025-05-21 20:37:42 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:37:42 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:37:42 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:37:42 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:37:42 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:37:42 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:37:42 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:37:42 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:37:42 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:37:42 - [OK] Auditado: secretaria_virtual.exe - Hash: 69B1B22E...
2025-05-21 20:37:42 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:37:42 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:37:42 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:37:42 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: FCF8C8D7...
2025-05-21 20:37:42 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:37:42 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:37:42 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:37:42 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:37:42 - [OK] Auditado: relatorio_auditoria.json - Hash: BBCC4178...
2025-05-21 20:37:42 - [OK] Auditado: relatorio_auditoria.txt - Hash: 6234E345...
2025-05-21 20:37:42 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:37:42 - [OK] Auditado: auditoria_log.txt - Hash: 5B57BB04...
2025-05-21 20:37:42 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:37:42 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:37:42 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:37:42 - [OK] Auditoria concluida.
2025-05-21 20:37:49 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:37:49 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:37:49 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:37:49 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:37:49 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:37:50 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:37:50 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:37:50 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:37:50 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:37:50 - [OK] Auditado: secretaria_virtual.exe - Hash: 69B1B22E...
2025-05-21 20:37:50 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:37:50 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:37:50 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:37:50 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: FCF8C8D7...
2025-05-21 20:37:50 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:37:50 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:37:50 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:37:50 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:37:50 - [OK] Auditado: relatorio_auditoria.json - Hash: B2BA322D...
2025-05-21 20:37:50 - [OK] Auditado: relatorio_auditoria.txt - Hash: 385EFB25...
2025-05-21 20:37:50 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:37:50 - [OK] Auditado: auditoria_log.txt - Hash: A362D930...
2025-05-21 20:37:50 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:37:50 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:37:50 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:37:50 - [OK] Auditoria concluida.
2025-05-21 20:40:18 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:40:18 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:40:18 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:40:18 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:40:18 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:40:18 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:40:18 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:40:18 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:40:18 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:40:18 - [OK] Auditado: secretaria_virtual.exe - Hash: 13187A64...
2025-05-21 20:40:18 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:40:18 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:40:18 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:40:18 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: B5706569...
2025-05-21 20:40:18 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:40:18 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:40:18 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:40:18 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:40:18 - [OK] Auditado: relatorio_auditoria.json - Hash: 106E6CDC...
2025-05-21 20:40:18 - [OK] Auditado: relatorio_auditoria.txt - Hash: 6558730D...
2025-05-21 20:40:18 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:40:18 - [OK] Auditado: auditoria_log.txt - Hash: DFAC0235...
2025-05-21 20:40:18 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:40:18 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:40:19 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:40:19 - [OK] Auditoria concluida.
2025-05-21 20:40:25 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:40:25 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:40:25 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:40:25 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:40:25 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:40:25 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:40:25 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:40:25 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:40:25 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:40:25 - [OK] Auditado: secretaria_virtual.exe - Hash: 13187A64...
2025-05-21 20:40:25 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:40:25 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:40:25 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:40:25 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: B5706569...
2025-05-21 20:40:25 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:40:25 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:40:25 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:40:25 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:40:25 - [OK] Auditado: relatorio_auditoria.json - Hash: 75789CE8...
2025-05-21 20:40:25 - [OK] Auditado: relatorio_auditoria.txt - Hash: 73D4D829...
2025-05-21 20:40:25 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:40:25 - [OK] Auditado: auditoria_log.txt - Hash: 38EA9DB9...
2025-05-21 20:40:25 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:40:25 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:40:25 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:40:25 - [OK] Auditoria concluida.
2025-05-21 20:41:26 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:41:26 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:41:26 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:41:26 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:41:26 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:41:26 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:41:26 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:41:26 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:41:26 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:41:26 - [OK] Auditado: secretaria_virtual.exe - Hash: F4DE3507...
2025-05-21 20:41:26 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:41:26 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:41:26 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:41:26 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: 48B9ABDF...
2025-05-21 20:41:26 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:41:26 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:41:26 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:41:26 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:41:26 - [OK] Auditado: relatorio_auditoria.json - Hash: A34BA817...
2025-05-21 20:41:27 - [OK] Auditado: relatorio_auditoria.txt - Hash: B50A795E...
2025-05-21 20:41:27 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:41:27 - [OK] Auditado: auditoria_log.txt - Hash: D373A126...
2025-05-21 20:41:27 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:41:27 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:41:27 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:41:27 - [OK] Auditoria concluida.
2025-05-21 20:43:34 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:43:34 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:43:34 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:43:34 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:43:34 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:43:34 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:43:34 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:43:34 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:43:34 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:43:34 - [OK] Auditado: secretaria_virtual.exe - Hash: 28B2CAAB...
2025-05-21 20:43:34 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:43:34 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:43:34 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:43:34 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: B3AAF652...
2025-05-21 20:43:34 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:43:34 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:43:34 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:43:34 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:43:34 - [OK] Auditado: relatorio_auditoria.json - Hash: 2B9E8563...
2025-05-21 20:43:35 - [OK] Auditado: relatorio_auditoria.txt - Hash: 59799EFA...
2025-05-21 20:43:35 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:43:35 - [OK] Auditado: auditoria_log.txt - Hash: 1DF004CE...
2025-05-21 20:43:35 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:43:35 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:43:35 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:43:35 - [OK] Auditoria concluida.
2025-05-21 20:43:42 - [BUSCA] Iniciando auditoria em: C:\Users\felip\secretaria-virtual
2025-05-21 20:43:43 - [OK] Auditado: compilar.ps1 - Hash: 69D7C5B8...
2025-05-21 20:43:43 - [OK] Auditado: icone.ico - Hash: 5B55AA29...
2025-05-21 20:43:43 - [OK] Auditado: LICENSE.txt - Hash: 4BB299DF...
2025-05-21 20:43:43 - [OK] Auditado: MenuConsultaMedica.ps1 - Hash: 7193B9EC...
2025-05-21 20:43:43 - [OK] Auditado: MenuPaciente.ps1 - Hash: 031CFF7A...
2025-05-21 20:43:43 - [OK] Auditado: MenuPrincipal.ps1 - Hash: 8C330F94...
2025-05-21 20:43:43 - [OK] Auditado: MenuReceitaMedica.ps1 - Hash: 248339FB...
2025-05-21 20:43:43 - [OK] Auditado: README.md - Hash: 512624FB...
2025-05-21 20:43:43 - [OK] Auditado: secretaria_virtual.exe - Hash: 28B2CAAB...
2025-05-21 20:43:43 - [OK] Auditado: auditoria.ps1 - Hash: 42506C67...
2025-05-21 20:43:43 - [OK] Auditado: executar.ps1 - Hash: E9B74351...
2025-05-21 20:43:43 - [OK] Auditado: homologar.ps1 - Hash: 70ACE9E4...
2025-05-21 20:43:43 - [OK] Auditado: MenuConfiguracao.ps1 - Hash: B3AAF652...
2025-05-21 20:43:43 - [OK] Auditado: appointments.json - Hash: E9A58D55...
2025-05-21 20:43:43 - [OK] Auditado: doctors.json - Hash: 071AA403...
2025-05-21 20:43:43 - [OK] Auditado: pacientes.json - Hash: A59C606E...
2025-05-21 20:43:43 - [OK] Auditado: prescriptions.json - Hash: DE1540B6...
2025-05-21 20:43:43 - [OK] Auditado: relatorio_auditoria.json - Hash: 9C53CE84...
2025-05-21 20:43:43 - [OK] Auditado: relatorio_auditoria.txt - Hash: 05D93C77...
2025-05-21 20:43:43 - [OK] Auditado: visits.json - Hash: 7822614B...
2025-05-21 20:43:43 - [OK] Auditado: auditoria_log.txt - Hash: 6FF2B740...
2025-05-21 20:43:43 - [OK] Auditado: Receita_1.html - Hash: B7C9D8CB...
2025-05-21 20:43:43 - [REPORT] Relatorio JSON salvo em: relatorios\json\relatorio_auditoria.json
2025-05-21 20:43:43 - [REPORT] Relatorio TXT salvo em: relatorios\json\relatorio_auditoria.txt
2025-05-21 20:43:43 - [OK] Auditoria concluida.
